chr	start	end	size	artal	enhid
chr1	78262222	78262854	633	65	776
chr1	175201409	175202104	696	65	777
chr1	208471972	208472579	608	65	778
chr1	228863945	228864629	685	65	779
chr1	234243245	234243947	703	65	780
chr10	21184522	21185162	641	65	781
chr11	121170974	121171584	611	65	782
chr13	21607576	21608243	668	65	783
chr13	45444565	45445227	663	65	784
chr14	80885604	80886199	596	65	785
chr15	63345258	63345905	648	65	786
chr2	28884302	28884919	618	65	787
chr2	74101155	74101929	775	65	788
chr2	194137664	194138279	616	65	789
chr2	217957261	217957893	633	65	790
chr2	235961469	235962165	697	65	791
chr21	40322497	40323161	665	65	792
chr3	68985899	68986521	623	65	793
chr3	82105323	82105933	611	65	794
chr3	177017750	177018418	669	65	795
chr4	89521281	89522134	854	65	796
chr4	95544403	95545037	635	65	797
chr5	38666888	38667523	636	65	798
chr5	79920880	79921547	668	65	799
chr6	35569490	35570235	746	65	800
chr6	138813952	138814586	635	65	801
chr7	40279170	40279923	754	65	802
chr7	69061021	69061629	609	65	803
chr8	23477877	23478639	763	65	804
chr8	125213775	125214425	651	65	805
chr9	571110	571736	627	65	806
chr9	73878277	73878913	637	65	807
chr9	74912285	74912861	577	65	808
chr9	134818711	134819378	668	65	809
chr1	229409397	229410045	649	65	810
chr10	25459406	25460035	630	65	811
chr11	58792408	58793220	813	65	812
chr11	61462806	61463493	688	65	813
chr17	54885825	54886409	585	65	814
chr18	41514890	41515556	667	65	815
chr18	55755635	55756422	788	65	816
chr2	61242924	61243707	784	65	817
chr4	156366386	156366961	576	65	818
chr15	27790641	27791284	644	65	819
chr15	45185671	45186351	681	65	820
chr15	70660584	70661256	673	65	821
chr1	15064695	15065316	622	65	822
chr15	58033188	58033800	613	65	823
chr5	33487280	33487994	715	65	824
chr5	58676438	58677031	594	65	825
chr5	165489607	165490186	580	65	826
chr6	53569306	53569998	693	65	827
chr9	111551910	111552563	654	65	828
chr2	135597099	135597743	645	65	829
chr4	70922185	70922787	603	65	830
chr6	106551388	106552043	656	65	831
chr7	47509825	47510725	901	65	832
chr8	122336995	122337593	599	65	833
chr10	8179600	8180206	607	64	834
chr10	90248836	90249506	671	64	835
chr11	48063384	48064056	673	64	836
chr11	96050834	96051412	579	64	837
chr1	5787243	5787845	603	64	838
chr1	21658508	21659102	595	64	839
chr1	171313151	171313802	652	64	840
chr1	180497779	180498497	719	64	841
chr10	22755700	22756356	657	64	842
chr10	34758259	34758922	664	64	843
chr11	26039634	26040317	684	64	844
chr11	65953829	65954456	628	64	845
chr11	85773679	85774222	544	64	846
chr12	75522909	75523569	661	64	847
chr15	73189718	73190370	653	64	848
chr16	12006689	12007288	600	64	849
chr17	8057479	8058115	637	64	850
chr17	25574294	25574965	672	64	851
chr19	35921111	35921814	704	64	852
chr2	85935694	85936326	633	64	853
chr2	218204793	218205515	723	64	854
chr2	224815394	224816111	718	64	855
chr20	32199788	32200432	645	64	856
chr3	5392328	5392975	648	64	857
chr3	10470000	10470649	650	64	858
chr3	187754025	187754833	809	64	859
chr3	190478669	190479297	629	64	860
chr5	127652673	127653288	616	64	861
chr5	179110801	179111436	636	64	862
chr6	3310836	3311443	608	64	863
chr6	8559093	8559815	723	64	864
chr6	106126239	106126867	629	64	865
chr7	11268120	11268681	562	64	866
chr7	11682420	11683075	656	64	867
chr7	122348720	122349325	606	64	868
chr8	108350843	108351525	683	64	869
chr9	110217682	110218511	830	64	870
chr2	71927217	71927794	578	64	871
chr21	27510825	27511439	615	64	872
chr21	44764123	44764828	706	64	873
chr4	170098237	170099060	824	64	874
chr13	109609620	109610273	654	64	875
chr15	70616188	70616985	798	64	876
chr16	6655254	6655860	607	64	877
chr19	49074602	49075266	665	64	878
chr10	88664339	88665056	718	64	879
chr13	34319370	34320023	654	64	880
chr15	99346784	99347415	632	64	881
chr16	80909404	80909994	591	64	882
chr2	16829814	16830476	663	64	883
chr2	227541665	227542399	735	64	884
chr5	127162981	127163597	617	64	885
chr5	148980430	148980994	565	64	886
chr6	6748927	6749627	701	64	887
chr6	77126440	77127052	613	64	888
chr20	26189946	26190355	410	64	889
chr5	14528995	14529644	650	64	890
chr6	107568306	107568940	635	64	891
chr7	30294620	30295175	556	64	892
chr1	247679245	247680043	799	63	893
chr10	80502400	80503001	602	63	894
chr12	75374267	75374901	635	63	895
chr1	24111163	24111858	696	63	896
chr1	169541344	169541995	652	63	897
chr1	176499955	176500579	625	63	898
chr10	14033174	14033951	778	63	899
chr10	50712661	50713522	862	63	900
chr10	62147204	62147838	635	63	901
chr11	30391626	30392206	581	63	902
chr16	73023604	73024506	903	63	903
chr13	92972543	92973170	628	63	904
chr13	96212415	96213011	597	63	905
chr14	71704187	71704826	640	63	906
chr17	57828428	57829079	652	63	907
chr18	45588071	45588720	650	63	908
chr19	51372565	51373261	697	63	909
chr2	30440619	30441229	611	63	910
chr2	66717693	66718344	652	63	911
chr2	86859744	86860369	626	63	912
chr2	211098219	211098799	581	63	913
chr20	1326320	1326911	592	63	914
chr20	9056231	9056919	689	63	915
chr20	61829633	61830288	656	63	916
chr22	18130134	18130829	696	63	917
chr3	73803021	73803695	675	63	918
chr3	139905037	139905749	713	63	919
chr3	158414349	158414972	624	63	920
chr4	89255971	89256600	630	63	921
chr5	11992586	11993157	572	63	922
chr5	39905331	39905938	608	63	923
chr5	42426588	42427257	670	63	924
chr5	136550430	136551007	578	63	925
chr6	10310936	10311571	636	63	926
chr6	14093002	14093868	867	63	927
chr6	21557152	21557871	720	63	928
chr7	98725974	98726675	702	63	929
chr7	107452323	107452942	620	63	930
chr8	19622709	19623432	724	63	931
chr8	59548945	59549595	651	63	932
chr8	80819046	80819632	587	63	933
chr9	93882486	93883162	677	63	934
chr9	123678682	123679360	679	63	935
chr12	83324996	83325618	623	63	936
chr13	99068583	99069201	619	63	937
chr15	50793784	50794385	602	63	938
chr18	8341510	8342100	591	63	939
chr21	21236634	21237223	590	63	940
chr21	44091937	44092580	644	63	941
chr3	140675836	140676467	632	63	942
chr6	42013271	42014002	732	63	943
chr9	84332429	84333113	685	63	944
chr18	61348658	61349328	671	63	945
chr19	15721281	15721964	684	63	946
chr2	120123574	120124252	679	63	947
chr1	156259622	156260258	637	63	948
chr13	42294740	42295437	698	63	949
chr13	91185040	91185670	631	63	950
chr3	193640000	193640573	574	63	951
chr6	151553972	151554543	572	63	952
chr9	2477611	2478213	603	63	953
chr9	85747657	85748262	606	63	954
chr2	234795082	234795746	665	63	955
chr20	49011730	49012369	640	63	956
chr22	25237244	25237834	591	63	957
chr3	53179258	53179921	664	63	958
chr3	123222865	123223519	655	63	959
chr6	79386190	79386852	663	63	960
chr1	172715429	172716143	715	62	961
chr11	85194934	85195384	451	62	962
chr1	40009945	40010502	558	62	963
chr1	64394343	64394901	559	62	964
chr1	185674835	185675422	588	62	965
chr1	207183222	207183859	638	62	966
chr10	13441659	13442278	620	62	967
chr10	47131756	47132427	672	62	968
chr10	59519431	59520022	592	62	969
chr12	129986850	129987474	625	62	970
chr11	15515396	15516017	622	62	971
chr11	44230484	44231067	584	62	972
chr11	107964017	107964634	618	62	973
chr11	133253358	133253993	636	62	974
chr12	57670601	57671169	569	62	975
chr12	95056479	95057122	644	62	976
chr13	45495836	45497076	1241	62	977
chr14	89519499	89520159	661	62	978
chr15	33510243	33510984	742	62	979
chr15	100129871	100130472	602	62	980
chr18	55902090	55902785	696	62	981
chr19	33401614	33402259	646	62	982
chr2	109626187	109626867	681	62	983
chr2	113345924	113346642	719	62	984
chr2	123123942	123124543	602	62	985
chr2	124805969	124806743	775	62	986
chr2	194115017	194115629	613	62	987
chr20	1779483	1780119	637	62	988
chr20	14561169	14561788	620	62	989
chr20	15277605	15278174	570	62	990
chr22	45798283	45798934	652	62	991
chr3	17501250	17501834	585	62	992
chr3	67757186	67757805	620	62	993
chr3	99575973	99576537	565	62	994
chr3	138001600	138002219	620	62	995
chr3	152511678	152512300	623	62	996
chr3	177505586	177506173	588	62	997
chr4	42133000	42133587	588	62	998
chr5	61296380	61296980	601	62	999
chr5	67389173	67389847	675	62	1000
chr5	125391707	125392376	670	62	1001
chr5	135286807	135287386	580	62	1002
chr5	136545180	136545881	702	62	1003
chr6	32932527	32933288	762	62	1004
chr6	94051889	94052671	783	62	1005
chr6	163915074	163915754	681	62	1006
chr7	123048020	123048722	703	62	1007
chr8	23501046	23501721	676	62	1008
chr8	80990196	80991059	864	62	1009
chr8	94080432	94081046	615	62	1010
chr8	108626638	108627205	568	62	1011
chr9	494635	495312	678	62	1012
chrX	9070944	9071577	634	62	1013
chr10	3028348	3029072	725	62	1014
chr10	3291422	3292100	679	62	1015
chr10	35979340	35979972	633	62	1016
chr14	38035827	38036526	700	62	1017
chr2	187408887	187409578	692	62	1018
chr2	238410659	238411493	835	62	1019
chr20	30267629	30268269	641	62	1020
chr3	55483422	55484071	650	62	1021
chr3	126074600	126075275	676	62	1022
chr4	106489983	106490550	568	62	1023
chr5	148869081	148869838	758	62	1024
chr6	43667306	43667902	597	62	1025
chr6	91078540	91079188	649	62	1026
chr9	122630910	122631516	607	62	1027
chr15	45191593	45192261	669	62	1028
chr16	29751606	29752409	804	62	1029
chr16	78709051	78709699	649	62	1030
chr10	7601209	7601799	591	62	1031
chr11	94820312	94820983	672	62	1032
chr11	113210584	113211204	621	62	1033
chr9	22954912	22955512	601	62	1034
chrX	11386021	11386753	733	62	1035
chr20	5746700	5747319	620	62	1036
chr20	19739662	19740305	644	62	1037
chr3	120408187	120408753	567	62	1038
chr3	127022887	127023569	683	62	1039
chr3	177310299	177310953	655	62	1040
chr5	40471836	40472438	603	62	1041
chr5	127382225	127382831	607	62	1042
chr5	136639720	136640430	711	62	1043
chr6	34566374	34566952	579	62	1044
chr6	43709422	43710117	696	62	1045
chr6	144608186	144608752	567	62	1046
chr8	71971246	71971939	694	62	1047
chr8	122443709	122444361	653	62	1048
chr9	38495113	38495865	753	62	1049
chrX	124583433	124584053	621	62	1050
chr10	8832070	8832811	742	61	1051
chr11	60648208	60648862	655	61	1052
chr1	19753613	19754301	689	61	1053
chr1	34224222	34224847	626	61	1054
chr1	58648843	58649454	612	61	1055
chr1	177670501	177671145	645	61	1056
chr10	115718670	115719459	790	61	1057
chr10	127280289	127280922	634	61	1058
chr11	9548957	9549754	798	61	1059
chr11	113907184	113907885	702	61	1060
chr11	114000584	114001184	601	61	1061
chr13	50432567	50433190	624	61	1062
chr13	96266936	96267574	639	61	1063
chr13	106748815	106749451	637	61	1064
chr14	80469452	80470117	666	61	1065
chr15	62862234	62862850	617	61	1066
chr15	72447475	72448085	611	61	1067
chr16	2438754	2439365	612	61	1068
chr16	19871626	19872204	579	61	1069
chr16	21608977	21609801	825	61	1070
chr2	12201811	12202443	633	61	1071
chr20	8074921	8075700	780	61	1072
chr20	10942469	10943050	582	61	1073
chr3	116982001	116982564	564	61	1074
chr3	161304415	161305099	685	61	1075
chr4	2662334	2663000	667	61	1076
chr4	14839515	14840207	693	61	1077
chr4	41577237	41577900	664	61	1078
chr4	74761067	74761737	671	61	1079
chr4	74783585	74784205	621	61	1080
chr4	77484468	77485200	733	61	1081
chr5	29803936	29804838	903	61	1082
chr5	93697443	93698034	592	61	1083
chr5	147290938	147291557	620	61	1084
chr6	4235393	4236066	674	61	1085
chr6	19779421	19780052	632	61	1086
chr6	53005140	53005793	654	61	1087
chr6	114007166	114007833	668	61	1088
chr7	38284875	38285531	657	61	1089
chr7	55499599	55500225	627	61	1090
chr7	96429923	96430625	703	61	1091
chr7	107167621	107168270	650	61	1092
chr7	110902420	110903071	652	61	1093
chr8	117679498	117680193	696	61	1094
chr9	7704711	7705505	795	61	1095
chr9	93372008	93372612	605	61	1096
chr9	110904937	110905513	577	61	1097
chr14	81848787	81849392	606	61	1098
chr15	58625133	58625764	632	61	1099
chr15	69884115	69884784	670	61	1100
chr19	16844525	16845264	740	61	1101
chr19	41426865	41427614	750	61	1102
chr2	181122694	181123361	668	61	1103
chr5	148192431	148193584	1154	61	1104
chr5	150788136	150788731	596	61	1105
chr5	154213573	154214138	566	61	1106
chr5	177758523	177759136	614	61	1107
chr8	125459946	125460575	630	61	1108
chr17	5114663	5115329	667	61	1109
chr2	180803893	180804505	613	61	1110
chr1	223119695	223120324	630	61	1111
chr11	16768234	16768917	684	61	1112
chr2	197149794	197150405	612	61	1113
chr20	33120884	33121519	636	61	1114
chr2	228442183	228442788	606	61	1115
chr20	47297105	47297750	646	61	1116
chr7	24167423	24168031	609	61	1117
chr21	35162548	35163761	1214	61	1118
chr3	27370804	27371467	664	61	1119
chr4	47872441	47873155	715	61	1120
chr5	94982081	94982836	756	61	1121
chr5	106137734	106138423	690	61	1122
chr5	121339673	121340357	685	61	1123
chr5	147136080	147136707	628	61	1124
chr6	103365980	103366586	607	61	1125
chr6	137692689	137693402	714	61	1126
chr10	118312704	118313406	703	60	1127
chr11	689417	690084	668	60	1128
chr12	16137164	16137775	612	60	1129
chr12	16377050	16377720	671	60	1130
chr12	65961572	65962154	583	60	1131
chr12	72180598	72181222	625	60	1132
chr14	20635099	20635749	651	60	1133
chr1	33947902	33948507	606	60	1134
chr1	100878495	100879151	657	60	1135
chr1	116749696	116750379	684	60	1136
chr1	118105134	118105802	669	60	1137
chr1	236472008	236472645	638	60	1138
chr10	60228104	60228750	647	60	1139
chr11	7656664	7657484	821	60	1140
chr11	94441737	94442314	578	60	1141
chr11	134397206	134397812	607	60	1142
chr12	15972868	15973441	574	60	1143
chr12	32329443	32330120	678	60	1144
chr12	66024175	66024819	645	60	1145
chr12	95347817	95348472	656	60	1146
chr13	54136525	54137092	568	60	1147
chr13	111462125	111462790	666	60	1148
chr14	57320949	57321580	632	60	1149
chr15	66681432	66682034	603	60	1150
chr15	84331961	84332584	624	60	1151
chr2	13822864	13823479	616	60	1152
chr2	17128394	17128983	590	60	1153
chr2	120865519	120866144	626	60	1154
chr2	145784607	145785194	588	60	1155
chr20	17664746	17665400	655	60	1156
chr3	37649812	37650473	662	60	1157
chr3	42266339	42267023	685	60	1158
chr3	78814697	78815369	673	60	1159
chr3	110584683	110585319	637	60	1160
chr4	1148990	1149684	695	60	1161
chr4	15651720	15652354	635	60	1162
chr4	75869234	75869903	670	60	1163
chr4	77295050	77295642	593	60	1164
chr4	87252305	87252967	663	60	1165
chr4	106832004	106832600	597	60	1166
chr4	182878084	182878685	602	60	1167
chr5	41761707	41762334	628	60	1168
chr5	66450380	66451007	628	60	1169
chr5	71010634	71011344	711	60	1170
chr5	142940780	142941388	609	60	1171
chr5	150793234	150793893	660	60	1172
chr6	131869577	131870238	662	60	1173
chr6	148455790	148456502	713	60	1174
chr7	50576320	50576875	556	60	1175
chr7	115317971	115318579	609	60	1176
chr8	116816430	116816996	567	60	1177
chr9	73089413	73090472	1060	60	1178
chr9	117381311	117382110	800	60	1179
chr15	69760021	69760526	506	60	1180
chr16	88110801	88111432	632	60	1181
chr18	33676970	33677544	575	60	1182
chr18	74134844	74135537	694	60	1183
chr19	51345284	51346104	821	60	1184
chr20	25260566	25261250	685	60	1185
chr3	45588522	45589153	632	60	1186
chr6	41695921	41696606	686	60	1187
chr8	144136998	144137712	715	60	1188
chr16	14750251	14750938	688	60	1189
chr20	58532517	58533155	639	60	1190
chr22	50342761	50343455	695	60	1191
chr1	60061445	60062047	603	60	1192
chr6	90650981	90651602	622	60	1193
chr3	37793187	37793787	601	60	1194
chr4	169610850	169611498	649	60	1195
chr5	15356723	15357380	658	60	1196
chr5	41755680	41756500	821	60	1197
chr6	43651190	43651952	763	60	1198
chr7	95177125	95177877	753	60	1199
chr8	75685009	75685695	687	60	1200
chr9	35244805	35245436	632	60	1201
chr1	207177995	207178616	622	59	1202
chr10	114151038	114151656	619	59	1203
chr12	94136104	94136722	619	59	1204
chr1	62103951	62104597	647	59	1205
chr1	111341404	111342029	626	59	1206
chr1	160101708	160102305	598	59	1207
chr1	182187002	182187563	562	59	1208
chr1	185665872	185666513	642	59	1209
chr1	205667979	205668604	626	59	1210
chr1	217699329	217699929	601	59	1211
chr1	225960193	225960869	677	59	1212
chr10	45192512	45193152	641	59	1213
chr10	71145584	71146252	669	59	1214
chr10	73771240	73771856	617	59	1215
chr10	80241540	80242275	736	59	1216
chr10	98623701	98624506	806	59	1217
chr10	128247373	128248184	812	59	1218
chr11	85772557	85773146	590	59	1219
chr12	43309154	43309761	608	59	1220
chr12	54837904	54838465	562	59	1221
chr12	64199765	64200322	558	59	1222
chr12	94178208	94179075	868	59	1223
chr13	32520087	32520765	679	59	1224
chr13	75465651	75466290	640	59	1225
chr14	85672187	85672804	618	59	1226
chr14	95121427	95122011	585	59	1227
chr15	48767721	48768371	651	59	1228
chr15	69767371	69767934	564	59	1229
chr15	94943693	94944398	706	59	1230
chr16	46910265	46910949	685	59	1231
chr16	67397165	67397827	663	59	1232
chr18	30192535	30193104	570	59	1233
chr19	15605859	15606518	660	59	1234
chr2	49676467	49677221	755	59	1235
chr2	122040111	122040838	728	59	1236
chr2	197071483	197072043	561	59	1237
chr20	30300205	30300875	671	59	1238
chr21	42717997	42718656	660	59	1239
chr3	29954150	29954757	608	59	1240
chr3	53519862	53520453	592	59	1241
chr3	114625633	114626349	717	59	1242
chr3	136617367	136617967	601	59	1243
chr4	87614392	87615004	613	59	1244
chr5	114893973	114894736	764	59	1245
chr5	117714534	117715136	603	59	1246
chr5	169360695	169361480	786	59	1247
