"gene"	"chr"	"start"	"end"	"size"	"ARtal"	"enhid"
"HES6"	"2"	239152569	239153314	746	76	255
"WDR1"	"4"	10531750	10532415	666	76	256
"MIR1255A"	"4"	102132300	102133025	726	76	257
"PPP3CA"	"4"	102132300	102133025	726	76	257
"FLJ20021"	"4"	102132300	102133025	726	76	257
"SLC26A3"	"7"	107426325	107426931	607	76	258
"LOC101927974"	"7"	107426325	107426931	607	76	258
"CBLL1"	"7"	107426325	107426931	607	76	258
"TEX264"	"3"	51686075	51686672	598	76	259
"DCAF1"	"3"	51686075	51686672	598	76	259
"RAD54L2"	"3"	51686075	51686672	598	76	259
"TARP"	"7"	38280619	38281373	755	76	260
"STARD3NL"	"7"	38280619	38281373	755	76	260
"MIR34AHG"	"1"	9061995	9062768	774	75	261
"LINC01759"	"1"	9061995	9062768	774	75	261
"ENO1"	"1"	9061995	9062768	774	75	261
"ENO1-AS1"	"1"	9061995	9062768	774	75	261
"CRADD"	"12"	93905464	93906059	596	75	263
"LOC101928731"	"12"	93905464	93906059	596	75	263
"SAV1"	"14"	51230045	51230707	663	75	264
"RNF144A"	"2"	7171767	7172443	677	75	272
"RNF144A-AS1"	"2"	7171767	7172443	677	75	272
"ZFP36L2"	"2"	43103343	43104019	677	75	273
"LINC01126"	"2"	43103343	43104019	677	75	273
"PPM1B"	"2"	44329843	44330524	682	75	274
"EFEMP1"	"2"	56037638	56038264	627	75	275
"IL18R1"	"2"	102736774	102737543	770	75	276
"IL1R1"	"2"	102736774	102737543	770	75	276
"MAFB"	"20"	39097305	39098050	746	75	279
"CRYBB2P1"	"22"	26024351	26024979	629	75	280
"THRB"	"3"	24175004	24175847	844	75	282
"THRB-AS1"	"3"	24175004	24175847	844	75	282
"NR1D2"	"3"	24175004	24175847	844	75	282
"KLHL24"	"3"	183483100	183483699	600	75	285
"YEATS2"	"3"	183483100	183483699	600	75	285
"MCF2L2"	"3"	183483100	183483699	600	75	285
"MCCC1"	"3"	183483100	183483699	600	75	285
"LOC256880"	"4"	100939015	100939657	643	75	288
"DNAJB14"	"4"	100939015	100939657	643	75	288
"H2AFZ"	"4"	100939015	100939657	643	75	288
"JADE1"	"4"	129765834	129766500	667	75	289
"ZNF608"	"5"	123991531	123992181	651	75	291
"GM2A"	"5"	150849288	150850034	747	75	292
"LOC100652758"	"5"	150849288	150850034	747	75	292
"G3BP1"	"5"	150849288	150850034	747	75	292
"ATOX1"	"5"	150849288	150850034	747	75	292
"SMIM13"	"6"	11288129	11288821	693	75	293
"C9orf152"	"9"	112951203	112951813	611	75	296
"TXN"	"9"	112951203	112951813	611	75	296
"PCNX4"	"14"	60435757	60436505	749	75	297
"DHRS7"	"14"	60435757	60436505	749	75	297
"PPM1A"	"14"	60435757	60436505	749	75	297
"LRRC9"	"14"	60435757	60436505	749	75	297
"LOC93463"	"2"	237733319	237733993	675	75	299
"MIR6811"	"2"	237733319	237733993	675	75	299
"IQCA1"	"2"	237733319	237733993	675	75	299
"PRLH"	"2"	237733319	237733993	675	75	299
"KLF4"	"9"	110588062	110588713	652	75	300
"NAF1"	"4"	164030950	164031553	604	75	304
"TSEN15"	"1"	184591251	184591922	672	74	310
"C1orf21"	"1"	184591251	184591922	672	74	310
"SHOC2"	"10"	112896773	112897512	740	74	311
"BBIP1"	"10"	112896773	112897512	740	74	311
"LOC100288798"	"12"	46543609	46544261	653	74	313
"GNS"	"12"	64993870	64994561	692	74	314
"TBC1D30"	"12"	64993870	64994561	692	74	314
"XPOT"	"12"	64993870	64994561	692	74	314
"TBK1"	"12"	64993870	64994561	692	74	314
"MIR548Z"	"12"	64993870	64994561	692	74	314
"MIR548C"	"12"	64993870	64994561	692	74	314
"PPP1R12A"	"12"	80425368	80426125	758	74	315
"TPT1"	"13"	45423341	45424077	737	74	316
"SNORA31"	"13"	45423341	45424077	737	74	316
"TPT1-AS1"	"13"	45423341	45424077	737	74	316
"TSC22D1-AS1"	"13"	45423341	45424077	737	74	316
"TSC22D1"	"13"	45423341	45424077	737	74	316
"LINC00330"	"13"	45423341	45424077	737	74	316
"GDF15"	"19"	18487681	18488325	645	74	320
"MIR3189"	"19"	18487681	18488325	645	74	320
"UPF1"	"19"	18487681	18488325	645	74	320
"PIK3R2"	"19"	18487681	18488325	645	74	320
"MPV17L2"	"19"	18487681	18488325	645	74	320
"PFDN4"	"20"	53601480	53602105	626	74	322
"MIR6814"	"21"	42897937	42898936	1000	74	323
"RIPK4"	"21"	42897937	42898936	1000	74	323
"BACE2"	"21"	42897937	42898936	1000	74	323
"MIR3197"	"21"	42897937	42898936	1000	74	323
"MX1"	"21"	42897937	42898936	1000	74	323
"LINC00111"	"21"	42897937	42898936	1000	74	323
"PRDM15"	"21"	42897937	42898936	1000	74	323
"UMODL1"	"21"	42897937	42898936	1000	74	323
"TMPRSS2"	"21"	42897937	42898936	1000	74	323
"EPM2AIP1"	"3"	37335083	37335722	640	74	324
"MLH1"	"3"	37335083	37335722	640	74	324
"GOLGA4"	"3"	37335083	37335722	640	74	324
"CEP97"	"3"	102296086	102296723	638	74	325
"ACPP"	"3"	131986286	131986945	660	74	326
"MBNL1"	"3"	152103453	152104171	719	74	327
"MBNL1-AS1"	"3"	152103453	152104171	719	74	327
"NAALADL2-AS2"	"3"	175202386	175203004	619	74	328
"NAALADL2-AS1"	"3"	175202386	175203004	619	74	328
"LINC01208"	"3"	175202386	175203004	619	74	328
"NAALADL2"	"3"	175202386	175203004	619	74	328
"NAALADL2-AS3"	"3"	175202386	175203004	619	74	328
"MIR4789"	"3"	175202386	175203004	619	74	328
"KLF3-AS1"	"4"	38622655	38623955	1301	74	329
"KLF3"	"4"	38622655	38623955	1301	74	329
"LINC01258"	"4"	38622655	38623955	1301	74	329
"GMNN"	"6"	24734277	24734906	630	74	331
"C6orf62"	"6"	24734277	24734906	630	74	331
"ADAMTSL3"	"15"	84599418	84600058	641	74	337
"LINC01970"	"17"	80110279	80110966	688	74	338
"ARHGDIA"	"17"	80110279	80110966	688	74	338
"MAFG"	"17"	80110279	80110966	688	74	338
"MAFG-AS1"	"17"	80110279	80110966	688	74	338
"PYCR1"	"17"	80110279	80110966	688	74	338
"MYADML2"	"17"	80110279	80110966	688	74	338
"CENPX"	"17"	80110279	80110966	688	74	338
"LRRC45"	"17"	80110279	80110966	688	74	338
"RAC3"	"17"	80110279	80110966	688	74	338
"DCXR"	"17"	80110279	80110966	688	74	338
"RFNG"	"17"	80110279	80110966	688	74	338
"GPS1"	"17"	80110279	80110966	688	74	338
"FASN"	"17"	80110279	80110966	688	74	338
"ADRB2"	"5"	148221034	148221695	662	74	340
"ABLIM3"	"5"	148221034	148221695	662	74	340
"CSNK1A1"	"5"	148221034	148221695	662	74	340
"LOC102546294"	"5"	148221034	148221695	662	74	340
"FBXO38"	"5"	148221034	148221695	662	74	340
"EXTL2"	"1"	100951295	100952029	735	74	341
"SLC30A7"	"1"	100951295	100952029	735	74	341
"GPR88"	"1"	100951295	100952029	735	74	341
"VCAM1"	"1"	100951295	100952029	735	74	341
"SASS6"	"1"	100951295	100952029	735	74	341
"TRMT13"	"1"	100951295	100952029	735	74	341
"DBT"	"1"	100951295	100952029	735	74	341
"LOC101928944"	"11"	80493552	80494158	607	74	342
"KLKP1"	"19"	51353866	51354516	651	74	343
"KLK13"	"19"	51353866	51354516	651	74	343
"LIM2"	"19"	51353866	51354516	651	74	343
"C19orf84"	"19"	51353866	51354516	651	74	343
"IL4I1"	"19"	51353866	51354516	651	74	343
"NUP62"	"19"	51353866	51354516	651	74	343
"ATF5"	"19"	51353866	51354516	651	74	343
"MIR4751"	"19"	51353866	51354516	651	74	343
"VRK3"	"19"	51353866	51354516	651	74	343
"ZNF473"	"19"	51353866	51354516	651	74	343
"NAPSA"	"19"	51353866	51354516	651	74	343
"NR1H2"	"19"	51353866	51354516	651	74	343
"SHANK1"	"19"	51353866	51354516	651	74	343
"CLEC11A"	"19"	51353866	51354516	651	74	343
"LOC105372440"	"19"	51353866	51354516	651	74	343
"ACPT"	"19"	51353866	51354516	651	74	343
"LINC01869"	"19"	51353866	51354516	651	74	343
"KLK15"	"19"	51353866	51354516	651	74	343
"LOC105372441"	"19"	51353866	51354516	651	74	343
"BMPR1B"	"4"	95601200	95602060	861	74	344
"BMPR1B-AS1"	"4"	95601200	95602060	861	74	344
"HPGDS"	"4"	95601200	95602060	861	74	344
"ETV7"	"6"	36317027	36317721	695	74	346
"FKBP5"	"6"	36317027	36317721	695	74	346
"LOC285847"	"6"	36317027	36317721	695	74	346
"ARMC12"	"6"	36317027	36317721	695	74	346
"SLC26A8"	"6"	36317027	36317721	695	74	346
"MAPK14"	"6"	36317027	36317721	695	74	346
"MAPK13"	"6"	36317027	36317721	695	74	346
"BRPF3"	"6"	36317027	36317721	695	74	346
"C6orf222"	"6"	36317027	36317721	695	74	346
"ACSL3"	"2"	223660718	223661879	1162	74	347
"LOC440934"	"2"	223660718	223661879	1162	74	347
"FARSB"	"2"	223660718	223661879	1162	74	347
"HDAC1"	"1"	33232696	33233447	752	73	349
"BSDC1"	"1"	33232696	33233447	752	73	349
"ZBTB8A"	"1"	33232696	33233447	752	73	349
"ZBTB8OS"	"1"	33232696	33233447	752	73	349
"RBBP4"	"1"	33232696	33233447	752	73	349
"SYNC"	"1"	33232696	33233447	752	73	349
"ERRFI1"	"1"	8472345	8473054	710	73	351
"LOC102724552"	"1"	8472345	8473054	710	73	351
"SNORD128"	"1"	8472345	8473054	710	73	351
"RERE"	"1"	8472345	8473054	710	73	351
"MIR6728"	"1"	8472345	8473054	710	73	351
"ENO1"	"1"	8472345	8473054	710	73	351
"ENO1-AS1"	"1"	8472345	8473054	710	73	351
"CLSTN1"	"1"	8472345	8473054	710	73	351
"LZIC"	"1"	8472345	8473054	710	73	351
"NMNAT1"	"1"	8472345	8473054	710	73	351
"NVL"	"1"	224464647	224465500	854	73	353
"CNIH4"	"1"	224464647	224465500	854	73	353
"GTF2IP20"	"1"	224464647	224465500	854	73	353
"LOC100287497"	"1"	224464647	224465500	854	73	353
"FBXO28"	"1"	224464647	224465500	854	73	353
"DEGS1"	"1"	224464647	224465500	854	73	353
"LOC101927164"	"1"	224464647	224465500	854	73	353
"MIR320B2"	"1"	224464647	224465500	854	73	353
"ARID5B"	"10"	63697040	63697718	679	73	354
"SLC38A2"	"12"	46839120	46839819	700	73	356
"LOC100288798"	"12"	46839120	46839819	700	73	356
"MIR1252"	"12"	80713838	80714450	613	73	357
"TBX3"	"12"	115762751	115763422	672	73	358
"TBX3"	"12"	116267749	116268420	672	73	359
"MIR1268B"	"17"	78042225	78042944	720	73	363
"GAA"	"17"	78042225	78042944	720	73	363
"EIF4A3"	"17"	78042225	78042944	720	73	363
"CARD14"	"17"	78042225	78042944	720	73	363
"SGSH"	"17"	78042225	78042944	720	73	363
"SLC26A11"	"17"	78042225	78042944	720	73	363
"RNF213"	"17"	78042225	78042944	720	73	363
"LOC100294362"	"17"	78042225	78042944	720	73	363
"ENDOV"	"17"	78042225	78042944	720	73	363
"MIR4730"	"17"	78042225	78042944	720	73	363
"CANT1"	"17"	78042225	78042944	720	73	363
"CBX2"	"17"	78042225	78042944	720	73	363
"CBX8"	"17"	78042225	78042944	720	73	363
"CBX4"	"17"	78042225	78042944	720	73	363
"LINC01979"	"17"	78042225	78042944	720	73	363
"LINC01978"	"17"	78042225	78042944	720	73	363
"TBC1D16"	"17"	78042225	78042944	720	73	363
"CCDC40"	"17"	78042225	78042944	720	73	363
"LINC01970"	"17"	80091863	80092497	635	73	364
"ARHGDIA"	"17"	80091863	80092497	635	73	364
"ALYREF"	"17"	80091863	80092497	635	73	364
"ANAPC11"	"17"	80091863	80092497	635	73	364
"NOTUM"	"17"	80091863	80092497	635	73	364
"RAC3"	"17"	80091863	80092497	635	73	364
"DCXR"	"17"	80091863	80092497	635	73	364
"RFNG"	"17"	80091863	80092497	635	73	364
"GPS1"	"17"	80091863	80092497	635	73	364
"FASN"	"17"	80091863	80092497	635	73	364
"CLPP"	"19"	6350559	6351193	635	73	366
"ALKBH7"	"19"	6350559	6351193	635	73	366
"PSPN"	"19"	6350559	6351193	635	73	366
"GTF2F1"	"19"	6350559	6351193	635	73	366
"MIR6885"	"19"	6350559	6351193	635	73	366
"MIR6790"	"19"	6350559	6351193	635	73	366
"LOC390877"	"19"	6350559	6351193	635	73	366
"KHSRP"	"19"	6350559	6351193	635	73	366
"SLC25A41"	"19"	6350559	6351193	635	73	366
"SLC25A23"	"19"	6350559	6351193	635	73	366
"CRB3"	"19"	6350559	6351193	635	73	366
"NDUFA11"	"19"	6350559	6351193	635	73	366
"VMAC"	"19"	6350559	6351193	635	73	366
"RANBP3"	"19"	6350559	6351193	635	73	366
"LOC100128568"	"19"	6350559	6351193	635	73	366
"RFX2"	"19"	6350559	6351193	635	73	366
"ACSBG2"	"19"	6350559	6351193	635	73	366
"MLLT1"	"19"	6350559	6351193	635	73	366
"ALCAM"	"3"	104859686	104860367	682	73	367
"SPON2"	"4"	1205484	1206104	621	73	369
"LOC100130872"	"4"	1205484	1206104	621	73	369
"CTBP1-AS"	"4"	1205484	1206104	621	73	369
"MYO10"	"5"	17077781	17078436	656	73	370
"CEP120"	"5"	122733080	122733745	666	73	371
"CSNK1G3"	"5"	122733080	122733745	666	73	371
"SNX2"	"5"	122733080	122733745	666	73	371
"SPINK14"	"5"	147521131	147521744	614	73	372
"LOC102546294"	"5"	147521131	147521744	614	73	372
"FBXO38"	"5"	147521131	147521744	614	73	372
"ADRB2"	"5"	147521131	147521744	614	73	372
"MIR145"	"5"	147521131	147521744	614	73	372
"ARHGEF37"	"5"	147521131	147521744	614	73	372
"SPINK1"	"5"	147521131	147521744	614	73	372
"CSNK1A1"	"5"	147521131	147521744	614	73	372
"C5orf46"	"5"	147521131	147521744	614	73	372
"LOC101929709"	"8"	90731893	90732593	701	73	374
"RIPK2"	"8"	90731893	90732593	701	73	374
"OSGIN2"	"8"	90731893	90732593	701	73	374
"DECR1"	"8"	90731893	90732593	701	73	374
"NBN"	"8"	90731893	90732593	701	73	374
"GRHL2"	"8"	102435759	102436684	926	73	375
"NACAP1"	"8"	102435759	102436684	926	73	375
"SLC41A1"	"1"	205672072	205672702	631	73	377
"EIF2D"	"1"	205672072	205672702	631	73	377
"NUAK2"	"1"	205672072	205672702	631	73	377
"SLC45A3"	"1"	205672072	205672702	631	73	377
"NUCKS1"	"1"	205672072	205672702	631	73	377
"PM20D1"	"1"	205672072	205672702	631	73	377
"SLC26A9"	"1"	205672072	205672702	631	73	377
"LEMD1-AS1"	"1"	205672072	205672702	631	73	377
"CDK18"	"1"	205672072	205672702	631	73	377
"LOC284578"	"1"	205672072	205672702	631	73	377
"ELK4"	"1"	205672072	205672702	631	73	377
"AVPR1B"	"1"	205672072	205672702	631	73	377
"MFSD4A"	"1"	205672072	205672702	631	73	377
"EVPL"	"17"	74170073	74170694	622	73	378
"FOXJ1"	"17"	74170073	74170694	622	73	378
"RNF157-AS1"	"17"	74170073	74170694	622	73	378
"RNF157"	"17"	74170073	74170694	622	73	378
"UBALD2"	"17"	74170073	74170694	622	73	378
"SRSF2"	"17"	74170073	74170694	622	73	378
"MIR636"	"17"	74170073	74170694	622	73	378
"MFSD11"	"17"	74170073	74170694	622	73	378
"TRIM65"	"17"	74170073	74170694	622	73	378
"SRP68"	"17"	74170073	74170694	622	73	378
"GALR2"	"17"	74170073	74170694	622	73	378
"ZACN"	"17"	74170073	74170694	622	73	378
"EXOC7"	"17"	74170073	74170694	622	73	378
"MKLN1"	"7"	130969371	130970023	653	73	380
"LINC-PINT"	"7"	130969371	130970023	653	73	380
"MIR548AX"	"X"	11482327	11483077	751	73	381
"LINC01619"	"12"	92112001	92112654	654	73	384
"BTG1"	"12"	92112001	92112654	654	73	384
"LOC101928617"	"12"	92112001	92112654	654	73	384
"MYH11"	"16"	16134867	16135609	743	73	385
"ABCC1"	"16"	16134867	16135609	743	73	385
"PXDN"	"2"	1690504	1691187	684	73	387
"TMEM18"	"2"	1690504	1691187	684	73	387
"CFAP69"	"7"	89856523	89857227	705	73	388
"STEAP1"	"7"	89856523	89857227	705	73	388
"STEAP2-AS1"	"7"	89856523	89857227	705	73	388
"STEAP2"	"7"	89856523	89857227	705	73	388
"FLJ41200"	"9"	14027063	14027815	753	73	391
"RSU1P2"	"10"	45558904	45559562	659	72	394
"ANKRD30BP3"	"10"	45558904	45559562	659	72	394
"MIR3156-1"	"10"	45558904	45559562	659	72	394
"CRNDE"	"16"	54543126	54543769	644	72	396
"IRX5"	"16"	54543126	54543769	644	72	396
"IRX3"	"16"	54679199	54679952	754	72	397
"CRNDE"	"16"	54679199	54679952	754	72	397
"IRX5"	"16"	54679199	54679952	754	72	397
"RBL2"	"16"	54679199	54679952	754	72	397
"CTCF"	"16"	67495586	67496367	782	72	398
"CES3"	"16"	67495586	67496367	782	72	398
"ATP6V0D1"	"16"	67495586	67496367	782	72	398
"AGRP"	"16"	67495586	67496367	782	72	398
"LOC100505942"	"16"	67495586	67496367	782	72	398
"FAM65A"	"16"	67495586	67496367	782	72	398
"CES2"	"16"	67495586	67496367	782	72	398
"FAM96B"	"16"	67495586	67496367	782	72	398
"C16orf70"	"16"	67495586	67496367	782	72	398
"B3GNT9"	"16"	67495586	67496367	782	72	398
"TRADD"	"16"	67495586	67496367	782	72	398
"FBXL8"	"16"	67495586	67496367	782	72	398
"HSF4"	"16"	67495586	67496367	782	72	398
"KIAA0895L"	"16"	67495586	67496367	782	72	398
"EXOC3L1"	"16"	67495586	67496367	782	72	398
"E2F4"	"16"	67495586	67496367	782	72	398
"ELMO3"	"16"	67495586	67496367	782	72	398
"LRRC29"	"16"	67495586	67496367	782	72	398
"TMEM208"	"16"	67495586	67496367	782	72	398
"FHOD1"	"16"	67495586	67496367	782	72	398
"SLC9A5"	"16"	67495586	67496367	782	72	398
"PLEKHG4"	"16"	67495586	67496367	782	72	398
"LRRC36"	"16"	67495586	67496367	782	72	398
"KCTD19"	"16"	67495586	67496367	782	72	398
"HSD11B2"	"16"	67495586	67496367	782	72	398
"SLC39A11"	"17"	71071829	71072478	650	72	399
"SDK2"	"17"	71423213	71423930	718	72	400
"TTYH2"	"17"	71423213	71423930	718	72	400
"RPL38"	"17"	71423213	71423930	718	72	400
"MGC16275"	"17"	71423213	71423930	718	72	400
"TDRP"	"8"	522675	523325	651	72	407
"SUV39H2"	"10"	14613910	14614572	663	72	410
"ACBD7-DCLRE1CP1"	"10"	14613910	14614572	663	72	410
"ACBD7"	"10"	14613910	14614572	663	72	410
"C10orf111"	"10"	14613910	14614572	663	72	410
"RPP38"	"10"	14613910	14614572	663	72	410
"CDNF"	"10"	14613910	14614572	663	72	410
"HSPA14"	"10"	14613910	14614572	663	72	410
"DCLRE1C"	"10"	14613910	14614572	663	72	410
"MEIG1"	"10"	14613910	14614572	663	72	410
"MAF"	"16"	78506689	78507388	700	72	411
"WWOX"	"16"	78506689	78507388	700	72	411
"NFIC"	"19"	3336593	3337364	772	72	412
"SMIM24"	"19"	3336593	3337364	772	72	412
"DOHH"	"19"	3336593	3337364	772	72	412
"FZR1"	"19"	3336593	3337364	772	72	412
"TJP3"	"19"	3336593	3337364	772	72	412
"ZNF77"	"19"	3336593	3337364	772	72	412
"ZNF57"	"19"	3336593	3337364	772	72	412
"ZNF385B"	"2"	180438793	180439469	677	72	413
"MIR1258"	"2"	180438793	180439469	677	72	413
"FLNB-AS1"	"3"	58135823	58136562	740	72	414
"ABHD6"	"3"	58135823	58136562	740	72	414
"RPP14"	"3"	58135823	58136562	740	72	414
"PDHB"	"3"	58135823	58136562	740	72	414
"DNAH12"	"3"	58135823	58136562	740	72	414
"PDE12"	"3"	58135823	58136562	740	72	414
"ARF4"	"3"	58135823	58136562	740	72	414
"ARF4-AS1"	"3"	58135823	58136562	740	72	414
"FLNB"	"3"	58135823	58136562	740	72	414
"ELAVL2"	"9"	23598905	23599528	624	72	415
"CCDC6"	"10"	61751290	61752011	722	72	416
"LINC01553"	"10"	61751290	61752011	722	72	416
"SLC16A9"	"10"	61751290	61752011	722	72	416
"KAT6B"	"10"	76720256	76720871	616	72	417
"IGF1"	"12"	102736254	102736870	617	72	418
"DNAJC15"	"13"	43498317	43498940	624	72	419
"ENOX1"	"13"	43498317	43498940	624	72	419
"LINC00428"	"13"	43498317	43498940	624	72	419
"GMCL1"	"2"	69901293	69901959	667	72	420
"AAK1"	"2"	69901293	69901959	667	72	420
"ANXA4"	"2"	69901293	69901959	667	72	420
"GMNC"	"3"	190427321	190427959	639	72	421
"SNAR-I"	"3"	190427321	190427959	639	72	421
"IL1RAP"	"3"	190427321	190427959	639	72	421
"NOBOX"	"7"	144087499	144088175	677	72	423
"BCL10"	"1"	86000172	86000779	608	71	424
"LOC646626"	"1"	86000172	86000779	608	71	424
"TPM1"	"15"	63191084	63191755	672	71	429
"LACTB"	"15"	63191084	63191755	672	71	429
"LMAN1"	"18"	56722010	56722660	651	71	431
"PMAIP1"	"18"	56722010	56722660	651	71	431
"MIR122"	"18"	56722010	56722660	651	71	431
"MIR3591"	"18"	56722010	56722660	651	71	431
"MALT1"	"18"	56722010	56722660	651	71	431
"LOC101927322"	"18"	56722010	56722660	651	71	431
"ZNF532"	"18"	56722010	56722660	651	71	431
"CENPO"	"2"	24762793	24763419	627	71	433
"PTRHD1"	"2"	24762793	24763419	627	71	433
"FAM228B"	"2"	24762793	24763419	627	71	433
"SF3B6"	"2"	24762793	24763419	627	71	433
"TP53I3"	"2"	24762793	24763419	627	71	433
"DPP4"	"2"	162940999	162941576	578	71	435
"SCHLAP1"	"2"	181232607	181233369	763	71	438
"UBE2E3"	"2"	181232607	181233369	763	71	438
"SCAND1"	"20"	32851782	32852462	681	71	439
"ASIP"	"20"	32851782	32852462	681	71	439
"ZNF217"	"20"	52256197	52256855	659	71	440
"SEPT5"	"22"	19594778	19595547	770	71	441
"SEPT5-GP1BB"	"22"	19594778	19595547	770	71	441
"HIRA"	"22"	19594778	19595547	770	71	441
"MRPL40"	"22"	19594778	19595547	770	71	441
"C22orf39"	"22"	19594778	19595547	770	71	441
"UFD1L"	"22"	19594778	19595547	770	71	441
"CDC45"	"22"	19594778	19595547	770	71	441
"MIR1255A"	"4"	102177315	102177992	678	71	444
"PPP3CA"	"4"	102177315	102177992	678	71	444
"FLJ20021"	"4"	102177315	102177992	678	71	444
"C4orf46"	"4"	159717484	159718104	621	71	445
"ETFDH"	"4"	159717484	159718104	621	71	445
"PPID"	"4"	159717484	159718104	621	71	445
"SLC2A12"	"6"	134341181	134341865	685	71	449
"HMGA1P7"	"6"	134341181	134341865	685	71	449
"TBPL1"	"6"	134341181	134341865	685	71	449
"MAP3K4"	"6"	161375143	161375790	648	71	450
"ETV1"	"7"	13938825	13939521	697	71	451
"GSR"	"8"	30533080	30533696	617	71	455
"PPP2CB"	"8"	30533080	30533696	617	71	455
"GDAP1"	"8"	75089725	75090409	685	71	456
"ZNF704"	"8"	81657896	81658546	651	71	457
"TPD52"	"8"	81657896	81658546	651	71	457
"ZBTB10"	"8"	81657896	81658546	651	71	457
"ACTL7B"	"9"	112003360	112004029	670	71	458
"ACTL7A"	"9"	112003360	112004029	670	71	458
"TMEM245"	"9"	112003360	112004029	670	71	458
"KCNMA1"	"10"	79065325	79066022	698	71	460
"MIR34AHG"	"1"	9613658	9614320	663	71	463
"LINC01759"	"1"	9613658	9614320	663	71	463
"SPSB1"	"1"	9613658	9614320	663	71	463
"CENPS"	"1"	9613658	9614320	663	71	463
"APITD1-CORT"	"1"	9613658	9614320	663	71	463
"MYO1D"	"17"	31149479	31149970	492	71	468
"NRP1"	"10"	34188422	34189070	649	70	473
"SLK"	"10"	105711456	105712172	717	70	474
"SFR1"	"10"	105711456	105712172	717	70	474
"STN1"	"10"	105711456	105712172	717	70	474
"SRSF8"	"11"	94578745	94579384	640	70	476
"ENDOD1"	"11"	94578745	94579384	640	70	476
"SNORD6"	"11"	94578745	94579384	640	70	476
"SNORA1"	"11"	94578745	94579384	640	70	476
"SNORA8"	"11"	94578745	94579384	640	70	476
"SNORD5"	"11"	94578745	94579384	640	70	476
"SNORA18"	"11"	94578745	94579384	640	70	476
"MIR1304"	"11"	94578745	94579384	640	70	476
"SNORA40"	"11"	94578745	94579384	640	70	476
"TAF1D"	"11"	94578745	94579384	640	70	476
"C11orf54"	"11"	94578745	94579384	640	70	476
"AMOTL1"	"11"	94578745	94579384	640	70	476
"LOC105369438"	"11"	94578745	94579384	640	70	476
"BARX2"	"11"	129513014	129513595	582	70	477
"FAM222A"	"12"	110119870	110120691	822	70	478
"MMAB"	"12"	110119870	110120691	822	70	478
"MVK"	"12"	110119870	110120691	822	70	478
"FAM222A-AS1"	"12"	110119870	110120691	822	70	478
"THUMPD1"	"16"	20715485	20716126	642	70	482
"ACSM3"	"16"	20715485	20716126	642	70	482
"LOC81691"	"16"	20715485	20716126	642	70	482
"ERI2"	"16"	20715485	20716126	642	70	482
"ACSM2B"	"16"	20715485	20716126	642	70	482
"ACSM1"	"16"	20715485	20716126	642	70	482
"RAB11B-AS1"	"19"	8439010	8439665	656	70	486
"MIR4999"	"19"	8439010	8439665	656	70	486
"RAB11B"	"19"	8439010	8439665	656	70	486
"Mar/02"	"19"	8439010	8439665	656	70	486
"HNRNPM"	"19"	8439010	8439665	656	70	486
"ZNF414"	"19"	8439010	8439665	656	70	486
"TIMM44"	"19"	8439010	8439665	656	70	486
"CD320"	"19"	8439010	8439665	656	70	486
"NDUFA7"	"19"	8439010	8439665	656	70	486
"RPS28"	"19"	8439010	8439665	656	70	486
"KANK3"	"19"	8439010	8439665	656	70	486
"ANGPTL4"	"19"	8439010	8439665	656	70	486
"KIAA0930"	"22"	45586249	45586943	695	70	490
